Decision: Rejected,SAT I (breakdown): Didn't submit,"ACT (breakdown): 33 C (35 E, 33 M, 32 R, 33, S)",SAT II: Didn't submit,"GPA (out of 4.0): Unweighted: 4.0, Weighted: 4.57",Rank (percentile if rank is unavailable): 3/144,Gender: M,Ethnicity: White,"Income Bracket: Very low income: <30,000 but high in valued assets >100,000","School Type: Competitive School of choice, required GPA to be considered for ethnicity"
Decision: Rejected,"SAT I (breakdown): 1440 (730 English, 710 Math)","ACT (breakdown): 32 (35 Science, 30 Math, 35 English, 28 Reading)",SAT II: Did not send. Testing schedule just didn't work with all the bad things happening in my life.,GPA (out of 4.0): 3.75 Weighted 4.65,Rank (percentile if rank is unavailable): 73 percentile. I go to a very competitive school.,Gender: Female,Ethnicity: Latina,"Income Bracket: 40,000-50,000. Elevated by around 20k because my parents messed up their tax returns.",School Type: Public Magnet
Decision: Rejected,SAT I (breakdown): 1340 680R 660M,ACT (breakdown): 32C 27M 34S 32E 35R,SAT II: n/a,GPA (out of 4.0): 3.756,Rank (percentile if rank is unavailable): 58 out of 315,Gender: Female,Ethnicity: White,"Income Bracket: Under 60,000",School Type: Public
Decision: Accepted,"SAT I (breakdown): 1590 (800 Math, 790 ERW)",,"SAT II: 800 Math II, 780 Biology M",GPA: 3.98/4.0,Rank: N/A school does not rank,Gender: M,Ethnicity: White,,School Type: Private
Decision: Accepted,"SATs: 710 history, 750 English? May be the other way around",ACT 34 (E36/M 30/ R 35/ S 31),,"GPA: 4.2, wGPA 4.7",Rank: N/A school does not rank but we know she has top GPA,Gender: F,Ethnicity: White,,School Type: Private
Decision: Deferred,SAT I (breakdown): 1520 (780 M/740 R),ACT (breakdown): 33 (idk lol),SAT II: 760 Lit 660 Bio E (oof),GPA (out of 4.0): 3.94,Rank (percentile if rank is unavailable): N/A,Gender: Female,Ethnicity: White,Income Bracket: around 100k,"School Type: fresh/soph: large, public jun/sen: public, selective, boarding STEM focused (it’s weird I know lol)"
Decision: Accepted,SAT I (breakdown): Didn't submit,"ACT (breakdown): 35 (36 Math, 36 English, 36 Science, 32 Reading)","SAT II: 790 Math II, 740 US History",GPA (out of 4.0): 3.9,Rank (percentile if rank is unavailable): 10/400,Gender: Male,Ethnicity: Asian,Income Bracket: 100K,School Type: Public
Decision: Accepted,"SAT I (breakdown): 1560 (M790, R770); taken for NMF confirming score, submitted late so not sure this was a factor",ACT (breakdown): 35 (M35 W36 R34 S36); single sitting,"SAT II: Math2 800, Chem 780","GPA (out of 4.0): 3.8 (90-92 is a 3.7, 93-100 is 4.0), 4.3 weighted","Rank (percentile if rank is unavailable): school does not rank, guessing top 5-10%?",Gender: Male,Ethnicity: Asian,Income Bracket: No aid,"School Type: Non-magnet, non-specialized public school. Well regarded but not an Ivy feeder by any stretch of the imagination."
Decision: Rejected,SAT I (breakdown):1430(E:640M:790),ACT (breakdown):30(M36 S33 R27 E24),SAT II: Math 2 800 physics 740,GPA (out of 4.0): 3.17,Rank (percentile if rank is unavailable): 63/716,Gender: Male,Ethnicity:,Income Bracket:,School Type:
Decision: Accepted,SAT I (breakdown): N/A,"ACT (breakdown): 34 (E:35,M:35,R:35,S:32)","SAT II: Math II 790, Physics 760 (people told me to retake those, especially considering how easy a 800 in math would be for me, so glad I didn't listen to them. colleges really don't care that much)","GPA (out of 4.0): in my country GPA is out of 20, I had a 19.2 in 9th and a 19 in 10th grade, then the last two years I switched systems to full IB diploma and I have 45/45.",Rank (percentile if rank is unavailable): school doesn't rank,"Gender Equality Club, organized an event on feminism in contemporary society, roundtable group discussions, and debates.",Ethnicity: Caucasian,,"School Type: Private, very competitive, sends many students to top universities abroad."
,SAT I (breakdown):1560,ACT (breakdown):,SAT II: 800 US 770 CHEM,GPA (out of 4.0): 3.95,Rank (percentile if rank is unavailable): N/A,Gender: M,Ethnicity: White,Income Bracket: High,School Type: Public
Decision: Accepted,SAT (Not submitted),"ACT: 35 (36 in english, 35, 35, 35)","SAT II: 800 Math 2, 790 Physics",GPA: 4.0 unweighted 4.17 weighted (my school does it weird so even an A- counts as a 4.0),Rank: Top Decile (School only does decile,Gender: M,Ethnicity: White,,
Decision: Accepted,SAT I (breakdown): Reading- 750 Math- 790 (1540),ACT (breakdown): N/A,SAT II: N/A,GPA (out of 4.0): Unweighted 4.0 Weighted- 4.433 (lower because of required religious courses),Rank (percentile if rank is unavailable): School does not rank,Gender: Male,Ethnicity: White,Income Bracket: 150K +,School Type: Jesuit Private
Decision: Accepted,SAT I (breakdown): N/A,"ACT (breakdown): 35 (35 math, 36 science, 35 english, 33 writing)","SAT II: 800 math II, 730 Chem",GPA (out of 4.0): 3.86,Rank (percentile if rank is unavailable): N/A,Gender: Male,Ethnicity: White,Income Bracket: Upper Middle Class (don't know past there),School Type: Private
Decision: Accepted,"SAT I (breakdown): 1410 (740 R, 670M) but they got to see my 1270 (650 R, 620 M)","ACT (breakdown): 29 (29 E, 32 R, 28 M, 28 S, 10 W)",SAT II: N/A,GPA (out of 4.0): 3.97,Rank (percentile if rank is unavailable): 8/533,Gender: Female/Nonbinary,Ethnicity: Hispanic,Income Bracket: around 24K per year,School Type: Public
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
Decision: Accepted,SAT I (breakdown): N/A,"ACT (breakdown): 34 C (36 E, 35 R, 35 S, 32 M)",SAT II: N/A,GPA (out of 4.0): 3.72 (4.17 W),Rank (percentile if rank is unavailable): 33/557,Gender: Woman,Ethnicity: White,Income Bracket: ~50k with custodial parent,School Type: Public
Decision: Accepted,"SAT I (breakdown): 1510 (M740, R770)","ACT (breakdown): 33C (35 E, 33R, 35S, 31M)","SAT II: Bio 790, Chem 780, Math II 750",GPA (out of 4.0): 3.98,Rank (percentile if rank is unavailable): n/a (school doesn't do),Gender: Male,Ethnicity: Asian,Income Bracket: 100-200k,School Type: Public
,,"ACT: 30, superscored 31",,GPA: 5.16/6.0 (weighted),Rank: our school doesn't rank but according to my guidance counselor I’m in the top 5%,Gender: female,Ethnicity: Hispanic/Latina,Income Bracket: 400k-?,School Type: Private (rly small)
Decision: Rejected,SAT I (breakdown): First time 1380 Second time 1420 Third time 1500 (no super score),ACT (breakdown): First time 25 Second time 29 Third time 32 (didn't submit) lol took the sat and act three time in a row within 3 month,SAT II: Chinese 800 Math II 750,GPA (out of 4.0): 91%/100% (have to work 6-7 hr a day),Rank (percentile if rank is unavailable): Don't know... probably the top 15%,Gender:Male,Ethnicity:Asian Chinese ( I'm proud of my race),Income Bracket: 20k Low income,School Type: Public
Decision: Accepted,"SAT I (breakdown): 1580 (800M, 780R) [1530 first attempt]","ACT (breakdown): 36C (36E, 35M, 35R, 36S) [34C first attempt]","SAT II: 800 Physics, 790 Math II, 770 Spanish",GPA (out of 4.0): 3.98 (4.36 W),Rank (percentile if rank is unavailable): 6/535,Gender: Male,Ethnicity: White,Income Bracket: ~100k,School Type: Public
Decision: Accepted,"SAT II: Spanish (760), USH (660)","ACT (breakdown): 30 (E:34, M:29, R:31, S: 27)","SAT II: Spanish (760), USH (660)",GPA (out of 4.0): 3.9ish,Rank (percentile if rank is unavailable): 10/~900,Gender: Female,Ethnicity: Latinx,Income Bracket: ~10k,"School Type: Large, urban public"
Decision: Waitlisted,"SAT I (breakdown): 1420 (700 M, 720 CR)",ACT (breakdown): N/A,SAT II: Did not submit,GPA (out of 4.0): 3.9-ish,Rank (percentile if rank is unavailable): Top 10%,Gender: Female,"Ethnicity: Born in Iraq, immigrated to the US when I was 7",Income Bracket: Irrelevant because it is a need-blind school,"School Type: Public, highly ranked in state"
Decision: Accepted,SAT I : 1550,ACT : 34,"SAT II: 800 physics, 800 math 2",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): no rank,Gender: male,Ethnicity: white,Income Bracket: mid to upper,School Type: private Catholic
Decision: Accepted,"SAT I (breakdown M/CR/W/Essay): 1460 (730 E, 730 M, no essay)","ACT (breakdown): 35 (36 W, 36 R, 35 M, 32 S, 9 essay)","SAT II (subject, score): never took any","GPA: UW: 4.0, W: 4.5","Rank (percentile if rank is unavailable): school doesn't rank, but I have a chance at salutatorian",Gender: female,Ethnicity: white,"Income Bracket Range: 35,000-45,000",School Type: small Christian private (I received scholarships to attend)
Decision: Rejected,SAT I (breakdown):,"ACT (breakdown): 30C ( 35 English, 35 Reading, 25 Math, 25 Science)","SAT II: 700 Lit, 710 USH",GPA (out of 4.0): School only does weighted so 4.23,Rank (percentile if rank is unavailable): 2/123,Gender: female,Ethnicity: Afro-Caribbean,Income Bracket: (Flo Rida voice) low low low,School Type: Private Catholic
,,,,,,,,,
Decision: Waitlisted,"SAT I (breakdown):1510, 720 Eng, Reading, 790 math","ACT (breakdown):33, 34 math, 36 science, 29 english, 32 reading","SAT II: 780 bio M, 720 Math 2 (did not submit)","GPA (out of 4.0): 4.0, 4.39 weighted",Rank (percentile if rank is unavailable): 1/407,Gender: male,Ethnicity: white,Income Bracket: 250k+,School Type: public
Decision: Rejected,SAT I (breakdown):N/A,"ACT : 33 (32 E, 35 M, 32 R, 35 S)",SAT II: Didn't send,GPA: 96.12/100,Rank (percentile if rank is unavailable): N/A,Gender: Male,Ethnicity: White,Income Bracket: middle class,School Type: Private
Decision: Waitlisted (after deferral EA),SAT I (breakdown): 1540 (770 each section),ACT (breakdown): n/a,"SAT II: 800 USH, 780 Math II, 690 Lit (didn't send Lit)",GPA (out of 4.0): 3.98,Rank (percentile if rank is unavailable): 4 / 350ish,Gender: Male,Ethnicity: White,"Income Bracket: > $100,000",School Type: Public
Decision: Waitlisted,SAT I (breakdown): 1250 (didn't submit),"ACT (breakdown): 32,33ss","SAT II:740 Bio E, 720 WH",GPA (out of 4.0): 3.8? 4.17 W. Parents only calculate weighted.,"Rank (percentile if rank is unavailable): N/A, homeschooled",Gender: Female,Ethnicity: African American,Income Bracket: $150k,School Type: Homeschool
Decision: Accepted,SAT I (breakdown): 1530,ACT (breakdown): 33,"SAT II: 800 M2, 800 Bio, 730 Physics (took this twice )",GPA (out of 4.0): 102/100 weighted,Rank (percentile if rank is unavailable): 10/201,Gender: M,Ethnicity: Asian,Income Bracket: 100k+,School Type: Private
Decision: Accepted,SAT I (breakdown): 1550,ACT (breakdown): NA,"SAT II: 800 Math II, 790 Physics",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 4,Gender: Male,Ethnicity: Indian,"Income Bracket: unsure, decent amount",School Type: Public
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
,,,,,,,,,
Decision: Deferred ,,,,,,,,,
,"SAT I (breakdown): 1460, Math: 780, English: 680",ACT (breakdown): n/a,SAT II: didn't send lmao,GPA (out of 4.0): school doesn't do unweighted but my weighted is 4.16 (pretty low tbh),Rank (percentile if rank is unavailable): n/a,Gender: Female,Ethnicity: Hispanic,Income Bracket: 80k,School Type: Public
Decision: Deferred ,SAT I (breakdown): n/a,"ACT (breakdown): 35, (36 English, 33 math, 34 reading, 35 science)","SAT II: 780 Math2, 730 Chemistry","GPA (out of 4.0): school only does weighted out of 100, so I am 103.96 / 100",Rank (percentile if rank is unavailable): n/a,Gender: Male,Ethnicity: White,Income Bracket: $100-125k,School Type: Public charter
Decision: Accepted,"SAT I (breakdown): 1470 - 730 (36.5) Math, R&W 740 - 34 R 40 W",ACT (breakdown): n/a,SAT II: didnt take them,GPA (out of 4.0): our school does unweighted out of 100 and I had a 96.1707,Rank (percentile if rank is unavailable): n/a,Gender: Gender,Ethnicity: Hispanic,Income Bracket:,School Type: Semi-Private
Decision: Accepted [/color][/size],"SAT I (breakdown): 1400 (700 Math, 700 English)",ACT (breakdown): Didn't submit,SAT II: N/A,GPA (out of 4.0): 4.0 (4.6 W),Rank (percentile if rank is unavailable): 1/84,Gender: Male,Ethnicity: White,"Income Bracket: >$60,000",School Type: Public
Decision: Rejected [/color][/size][/b],SAT I (breakdown): 1460 (730 on both),"ACT (breakdown): 29 (didn't submit, 24 science, 27 math, 31 English, 35 reading)",SAT II: none,"GPA (out of 4.0): 3.5 uw, 4.1 w",Rank (percentile if rank is unavailable): n/a,Gender: Female,Ethnicity: Asian ,"Income Bracket: >60,000","School Type: Public, large (2000+ students)"
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
Decision: Deferred ,SAT I (breakdown): N/A,"ACT (breakdown): 34C: 36E, 33R, 30M, 36S","SAT II: 720 Math II, 720 Bio M",GPA (out of 4.0): 3.9,Rank (percentile if rank is unavailable): Top 5% (482 students),Gender: M,Ethnicity: White,Income Bracket: 100k,"School Type: Public, large"
Decision: Accepted - ED[/color][/size][/b],"SAT I (breakdown): 750 Math, 740 Writing, 23 overall essay",ACT (breakdown): n/a,"SAT II: 780 math II, 730 English",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): School doesn’t report rank,Gender: Male,"Ethnicity: White, Native American","Income Bracket: 200,000+","School Type: public, very large"
Decision: Accepted ,SAT I (breakdown): 1500 (770 R/730 M),,"SAT II: 710 Spanish, 720 Math II",GPA (out of 4.0): 3.6,Rank (percentile if rank is unavailable): School does not rank or do percentiles. Estimated top 15%?,Gender: Male,Ethnicity: Black/African-American,"Income Bracket: Err, upper middle class? I dunno tbh.",School Type: Private
Decision : Accepted,SAT I : 1550,ACT : 34,SAT II: 780 Math II,GPA (out of 4.0): 3.88,Rank (percentile if rank is unavailable): N/A,Gender: Female,Ethnicity: Black,"Income Bracket: 200,000+",School Type: Private
Decision: Accepted [/color][/size],SAT I (breakdown): 1440 (Did not send),"ACT (breakdown): 33 (35 Science, 35 English, 30 Math, 33 Reading), I also sent in a 32 ACT (because of a 33 in math)",SAT II: 680 Chemistry and 780 Spanish (Did not send scores),GPA (out of 4.0): 4.22,Rank (percentile if rank is unavailable): n/a,Gender: Male,Ethnicity: Hispanic,"Income Bracket: $80,000+",School Type: Private and Catholic
Decision: Accepted ,SAT I (breakdown): 1600 / 1600 (800 M; 800 E),ACT (breakdown): N/A,"SAT II: 800 (Math 2), 800 (Physics), 800 (Chemistry)",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 1/372,Gender: Male,Ethnicity:,Income Bracket:,School Type: Local/Private
Decision: Accepted ,SAT I (breakdown): 1480 Writing:750 Math: 730,ACT (breakdown): Didn't take,SAT II: US History 780 Math 1: 720 Math 2: 760,GPA (out of 4.0): 3.8( showed strong upward trend post-freshman year),Rank (percentile if rank is unavailable): N/A,Gender:Male,Ethnicity: African,Income Bracket: 50k-100k,School Type: Private
Decision: Accepted ,"SAT I (breakdown): 1580 (M-800, RW-780, Essay-23)",,"SAT II: Chem-800, Math II-790, Bio-780, World History-780, US History-760",GPA (out of 4.0): 4.0,"Rank (percentile if rank is unavailable): School doesn't rank, unofficially 1/325",Gender: Male,Ethnicity: Caucasian,Income Bracket: ~200k,School Type: Public
Decision: Accepted ,"SAT I (breakdown): 1580 (800 M, 780 R/W)",ACT (breakdown): N/A,"SAT II: Math II 800, World History 790, Chemistry 780",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 2/700,Gender: Male,Ethnicity: Asian,Income Bracket: 100k +,School Type: Public
Decision: Accepted [/color][/size],SAT I (breakdown): 1490,ACT (breakdown): 35 (E:35 M:36 R:33 S:36),SAT II: Math II: 800 Physics 800,GPA (out of 7.0– it's the IB grading scale): 6.67,Rank (percentile if rank is unavailable): N/A,Gender: Male,Ethnicity: Indian American,Income Bracket:,School Type: International Private
,SAT I (breakdown): 1500,ACT (breakdown): N/A,SAT II: Biology 740 World History 700,GPA: 3.96,Rank (percentile if rank is unavailable): N/A,Gender: Female,Ethnicity: White,Income Bracket: high,School Type: Public Magnet
,"SAT I (breakdown): 1530- 780 Math, 750 CRW",,,"GPA: 4.3 Weighted, around a 3.7 unweighted",,Gender: female,Ethnicity: Asian,Income Bracket: $200k+,School Type: Public
Decision: Deferred,SAT I (breakdown):,ACT (breakdown): 26 composite,SAT II:,GPA (out of 4.0): 88,Rank (percentile if rank is unavailable): ---,Gender: F,Ethnicity: African-American,Income Bracket: High,School Type: Private
Decision: Accepted ,SAT I (breakdown): N/A,"ACT (breakdown): 33 - E 34, M 33, R 31, S 33 (Writing 8)","SAT II: Maths 1 700, German 580",GPA (out of 4.0): N/A,Rank (percentile if rank is unavailable): N/A,Gender: Male,Ethnicity: White and Asian,"Income Bracket: Not sure, probs safe to say upper middle class",School Type: Private boarding school
Decision: Deferred [/color][/size],SAT I (breakdown): 1560 (790 CR / 770 Math),ACT (breakdown): n/a,"SAT II: 750 US History, 780 Literature",GPA (out of 4.0): ~93.5 average?,Rank (percentile if rank is unavailable): n/a,Gender: Female,Ethnicity: White,Income Bracket:,"School Type: Public, very very competitive (a ton of kids go to Ivies)"
Decision: Accepted,,ACT (breakdown): 34C,,GPA (out of 4.0): 3.99,Rank (percentile if rank is unavailable): N/A,Gender: Female,Ethnicity: Asian (Indian),Income Bracket: Didn't require aid,School Type: Private
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
,,,,,,,,,
,"SAT II: 770 chem, 780 math 2","ACT: 35 superscored (36 math, 36 english, 35 writing, 33 science)","SAT II: 770 chem, 780 math 2","GPA: 4.0 out of 4.0, no rank",,Gender: male,Ethnicity: asian,"Income Bracket: ~$60,000",School Type: early college entrance program (University of North Texas)
,"SAT II: Math II 790, Chemistry: 710","ACT (breakdown): 36 (English 36, Math 35, Reading 35, Science 36)","SAT II: Math II 790, Chemistry: 710",GPA (out of 4.0): 3.9,Rank (percentile if rank is unavailable): school does not rank but if I had to guess probably in top 15%,Gender: M,Ethnicity: Hispanic,Income Bracket: Upper,School Type: Catholic
,SAT I (breakdown): N/A,"ACT (breakdown): 35C, 35E, 35M, 34R, 36S (single sitting)","SAT II: Math II 760, Bio 740",GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): N/A,Gender: F,Ethnicity: Caucasian,Income Bracket: Top,School Type: Public
,"SAT I): 1440 (780 r, 670 m)",ACT: 32 (36R 36W 30Sci 30M),SAT II: Lit:750 History: 700,"GPA (out of 4.0): 3.67 uw, 4.05 w (hella upward grade trend 3.9 all junior year and first tri senior)",Rank: na - but probs right at top 30% mark,Gender: female,Ethnicity: white,Income Bracket: idk upper middle class,School Type: public suburban
,SAT I (breakdown): n/a,ACT (breakdown): 36 - (36E 36M 36R 36S- not superscored),SAT II: n/a,GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): n/a,Gender: Male,Ethnicity: White,Income Bracket: ~$130k ish,"School Type: Private, Catholic"
,"SAT I: 1560 (Reading 770, Math 790)","ACT: 36 (English 36, Math 35, Reading 36, Science 36)",,GPA: 3.97,Rank: Top 5%,Gender: Female,Ethnicity: Asian,Income Bracket: Upper middle class,School Type: Charter
,SAT I (breakdown): Didn't take,"ACT (breakdown): 34 (34E, 34M, 34S, 32R)",SAT II: 760 Biology,GPA (out of 4.0): 3.7,Rank (percentile if rank is unavailable): n/a,Gender: Female,Ethnicity: African-American,Income Bracket: highest income bracket,School Type: Public School
,,ACT: 35,,GPA (out of 4.0): 3.96,,Gender: Female,Ethnicity: Caucasian,Income Bracket: High,School Type: Public
,,ACT (breakdown): 34,,GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): Top 10% (we only report deciles),Gender: female,Ethnicity: white,Income Bracket: high,School Type: public
,"SAT I (breakdown): 1280 (690 Reading, 590 Math)","ACT (breakdown): 28 composite, (29 SC, 33E, 30R, 27M, 26S)",,GPA (out of 4.0): 3.86,Rank (percentile if rank is unavailable): 4/86,Gender: Female,Ethnicity: Hispanic,,School Type: Public-charter
,SAT I (breakdown): Didn't take,ACT (breakdown): 28 Superscore,,GPA (out of 4.0): 3.9,Rank (percentile if rank is unavailable): 20 out of 149,Gender: Female,Ethnicity: Biracial- White and African American,Income Bracket: Lowest Income Bracket,School Type: Public
,,,,,,,,,
,"SAT I (breakdown):1560 (800 english, 760 math)",,,GPA : 3.81/4.2,Rank (percentile if rank is unavailable): school doesn't rank,Gender: Male,Ethnicity: White,Income Bracket: 100k-150k,School Type: IB
,SAT I (breakdown): 1560 superscore 800 math 760 English,ACT (breakdown): n/a,SAT II: 800 math II,GPA (out of 4.0): 3.96,Rank (percentile if rank is unavailable): n/a,Gender: female,Ethnicity: white,Income Bracket: middle income for our are but overall high,School Type: Public secondary school
,"SAT I (breakdown): 760 read/write, 800 math",ACT (breakdown): 33 Composite (3 straight times) -- never submitted any of the 3,"SAT II: 790 math 2, 740 chemistry, 710 lit -- did not submit any of these",GPA (out of 4.0): 3.91,Rank (percentile if rank is unavailable): school doesn't rank; but in top-9% (based on UC's eligibility in local context),Gender: Male,Ethnicity: White,"Income Bracket: Parents keep this one secret, which means it's pretty high","School Type: Typical, large suburban"
,,ACT from Catholic school in DC,,,,,,,
Decision: Accepted[/color][/size],SAT I (breakdown): Math (770) English (760),ACT (breakdown): 32 (didn’t send),SAT II: Lit (700) Math 2 (640) US History (690) accidentally sent them,GPA (out of 4.0): 3.986,Rank (percentile if rank is unavailable): 3/289,Gender: female,Ethnicity: white,"Income Bracket: ~$45,000","School Type: Private, Catholic"
,"SAT I (breakdown):1540, 760 Math, 780 Reading",ACT (breakdown): N/A,SAT II: 740 Bio,"GPA (out of 4.0): 3.85 UW, 4.7 W",Rank (percentile if rank is unavailable): N/A,Gender: F,"Ethnicity: Asian (Indian, probs a minority at ND loll)",Income Bracket: ~200ish,School Type: Public
,SAT I (breakdown): N/A,ACT (breakdown): 35C (English 35; Math 35; Reading 36; Science 33) 36 SS,SAT II: N/A,GPA (out of 4.0): 3.9UW/4.4W,Rank (percentile if rank is unavailable): N/A,Gender: M,"Ethnicity: Half White, Half Asian",Income Bracket: $250-$300k,"School Type: Public, Suburbs of Chicago"
Decision,SAT,ACT,Subject_tests,GPA,Rank,Gender,Ethnicity,Income_Bracket,School_Type
,,,,,,,,,
,"SAT I (breakdown): 1550, not sure of breakdown",ACT (breakdown): 35 C,SAT II: not taken,GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 11/525,Gender: M,Ethnicity: Caucasion,Income Bracket: $120k,School Type: Public - over 2000 students
Decision: Accepted,SAT I (breakdown): 1550,ACT (breakdown): didn't take,SAT II: 3 750+,GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): maybe top 10%,Gender: female,Ethnicity: white and asian,Income Bracket: upper middle,School Type: public
,"SAT I: 1540 (780 Eng, 760 Math):","ACT: 34 (36 Eng, 35 Math, 33 Writing, 34 Reading, 30 Science)",,GPA (3.92 out of 4.0):,Rank (no rank):,Gender: M,Ethnicity: W,Income Bracket: ~ $150000,School Type: Catholic
Decision: Rejected,SAT I (breakdown): 1340,ACT (breakdown): 32,SAT II:,GPA (out of 4.0): 3.88,Rank (percentile if rank is unavailable): 12 of 200,Gender: Female,Ethnicity: White,"Income Bracket: $200,000+",School Type: Public
,SAT I (breakdown): N/A,"ACT (breakdown): 34 (36E, 36R, 29M, 36S... although I scored 32 on math on another sitting lol)",SAT II: N/A,GPA (out of 4.0): 4.0,Rank (percentile if rank is unavailable): 19/430,Gender: Male,Ethnicity: White,Income Bracket: Upper middle class,"School Type: Medium/Large, well respected public school"
,SAT I (breakdown): -,"ACT (breakdown): 34C (35 Read, 36 Write, 31 Math, 35 Science)",SAT II: -,GPA (out of 4.0): 3.93,Rank (percentile if rank is unavailable): -,Gender: Male,Ethnicity: White/Hispanic,Income Bracket: ~150k,School Type: Stem focused public residential
,,,,,,,,,
,,,,,,,,,
Decision: Accepted,SAT I (breakdown): didn’t take,"ACT (breakdown): 34 (33E, 34M, 35R, 33S)",SAT II: didn’t take,GPA (out of 4.0): 3.96,Rank (percentile if rank is unavailable): Top 1%,Gender: Female,Ethnicity: White,"Income Bracket: 125,000-180,000",School Type: Public
Decision: Accepted[/color][/size][/b],SAT I (breakdown):1380,ACT (breakdown):25,SAT II:N/A,GPA (out of 4.0): 3.70,Rank (percentile if rank is unavailable): 21/536,Gender: Female,Ethnicity:Angolan 1st gen African America,Income Bracket:...not gonna say but low enough for questbridge,School Type:Public
Decision: Accepted[/color][/size][/b],SAT I (breakdown): N/A,ACT (breakdown): 35 M:36 S:36 E:35 R:33,SAT II: math 2: 780 US History: 730,GPA (out of 4.0): 4.0 (4.7 weighted),Rank (percentile if rank is unavailable):N/A,Gender:male,Ethnicity:white,"Income Bracket: 200,000+",School Type: public
,,"ACT. Retook it and got a 34 and sent that in as well as my 1490. Wrote a 6-page optional letter of interest and got a Rec from a professor there. 4.4 gpa, National merit commended scholar, some sports (equestrian), a TON of service including a 15-hour-per-week internship at my church. I did summer scholars too and I think that helped! Actively pursuing them after being deferred is HUGE-hope that helps! Go Irish!!!",,,,,,,
Decision: Accepted,"SAT I (breakdown): 1500 (720 Reading, 780 Math)",ACT (breakdown):,"SAT II: 720 US history, 760 chemistry",GPA (out of 4.0): I don’t really know my school doesn’t calculate it but it should be around 3.85. Weighted is about 4.4,Rank (percentile if rank is unavailable): 15/580,Gender: female,Ethnicity: Mexican,Income Bracket: 200k,School Type: public (2200+)
Decision: Accepted,SAT I (breakdown): Did not take,ACT (breakdown): 34 (36E/29M/35R/35S),SAT II: Did not take,"GPA (out of 4.0): 3.93 (however, my school does not calculate unweighted GPAs - I calculated this myself. ND only received my weighted GPA, 4.22)","Rank (percentile if rank is unavailable): School does not rank, but I know I am in the top 2%.",Gender: Female,Ethnicity: White,"Income Bracket: $175,000~","School Type: Private, Catholic"
Decision: Accepted,SAT I (breakdown): N/a,"ACT (breakdown): 32 (36 English, 31 reading, 28 Math, 31 science)",SAT II: N/a,GPA (out of 4.0): not sure what UW is but weighted is 4.42,Rank (percentile if rank is unavailable): Top 2% 11/462,Gender: Female,Ethnicity: White,"Income Bracket: 200,000+","School Type: 462 people in my grade so pretty big, very competitive and nationally ranked public high school"
,,ACT 34,,GPA 3.76 uw,,,,,
Decision: Accepted,SAT I (breakdown): didn't send,"ACT (breakdown): 35 (W: 35, M: 35, R: 36, S: 35)","SAT II: 730 Chen, 790 math 2","GPA (out of 4.0): not on 4.0 scale, but according to college board, 4.0)",Rank (percentile if rank is unavailable): unranked,Gender: Male,Ethnicity: White,Income Bracket:,School Type: Public
,SAT I (breakdown): n/a,ACT (breakdown): 32 Composite,SAT II: n/a,GPA (out of 4.0): 3.97,Rank (percentile if rank is unavailable): 8/70,Gender: Female,Ethnicity: Black,"Income Bracket: $100,000+",School Type: Private/Non-Denominational
"Decisions came in last night. It was my son’s dream school and both his dad and I went to undergrad and grad school there...back in the 90’s when BC beat ND in a memorable football game..haha. My son’s dreams were crushed last night when he was waitlisted...perpetuating the agony of the unknown! But to my surprise, his strong faith had made him realize that maybe his path is not what he thought he always wanted. He is looking at his second “favorite” school this weekend for his final decision. I see how hard some of you students work, you’re all amazing smart kids, and these schools look for perfection, but remember, that when you experience a roadblock, sometimes it just a path that will lead you exactly where you’re meant to be. For those on this thread that don’t get the decision they hoped for, have faith that things usually work out for the best and you will love wherever you decide to go! Good luck all!",,,,,,,,,
